session_date,session_classification,discovery_up_attempts,discovery_down_attempts,discovery_up_acceptances,discovery_down_acceptances,discovery_up_rejections,discovery_down_rejections,max_extension_up_points,max_extension_down_points,time_in_balance_minutes,time_in_discovery_minutes,final_failure_count_up,final_failure_count_down,closing_price,prior_rth_vah,prior_rth_val,overnight_vah,overnight_val,ibh,ibl,close_vs_prior_rth,close_vs_overnight,close_vs_ib
2025-07-10,net_discovery_up,5,0,1,0,4,0,48.5,0.0,145,290,4,0,23009.75,23012.25,22937.5,22957.5,22870.0,23001.5,22935.0,within,above,above
2025-07-11,failed_two_sided_balance,3,1,0,0,3,1,14.25,18.75,375,55,3,1,22937.25,23043.0,22980.5,,,23007.5,22908.75,below,unknown,within
2025-07-13,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23006.5,22960.25,22934.25,22841.25,,,unknown,unknown,unknown
2025-07-14,net_discovery_up,4,0,2,0,2,0,88.5,0.0,85,380,2,0,23036.25,,,23200.0,23132.0,23022.75,22922.5,unknown,below,above
2025-07-15,net_discovery_down,0,3,0,1,0,2,0.0,85.0,310,105,0,2,23018.0,23057.5,23004.0,23031.5,22970.25,23185.75,23095.5,within,within,below
2025-07-16,two_sided_discovery,2,5,1,1,1,4,55.0,119.25,185,270,1,4,23063.0,23177.0,23108.25,23157.5,23082.25,23045.0,22898.25,below,below,above
2025-07-17,net_discovery_up,5,0,2,0,3,0,118.0,0.0,55,425,3,0,23265.5,23072.25,22953.25,23297.75,23249.75,23244.25,23146.75,above,within,above
2025-07-18,failed_discovery_down,1,2,0,1,1,1,22.0,53.75,315,150,1,1,23228.75,23273.75,23232.0,,,23231.0,23180.5,below,unknown,within
2025-07-20,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23225.75,23196.25,23369.25,23223.5,,,unknown,unknown,unknown
2025-07-21,two_sided_discovery,2,2,1,1,1,1,55.25,50.75,205,265,1,1,23346.75,,,23360.75,23178.0,23424.5,23379.0,unknown,within,below
2025-07-22,failed_discovery_down,3,2,0,1,3,1,27.0,122.5,245,240,3,1,23198.5,23419.5,23372.5,23271.5,23185.5,23230.0,23166.75,below,within,within
2025-07-23,failed_discovery_up,2,2,1,0,1,2,198.25,43.0,95,330,1,2,23410.75,23236.25,23191.75,23399.5,23344.75,23218.25,23148.0,above,above,above
2025-07-24,failed_up_balance,6,0,0,0,6,0,28.5,0.0,290,160,4,0,23395.0,23302.75,23198.5,23405.25,23357.0,23396.5,23329.0,above,within,within
2025-07-25,net_discovery_up,5,0,2,0,3,0,53.75,0.0,115,320,3,0,23447.25,23415.0,23368.75,,,23423.25,23390.25,above,unknown,above
2025-07-27,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23461.5,23415.0,23527.75,23470.5,,,unknown,unknown,unknown
2025-07-28,failed_down_balance,0,1,0,0,0,1,0.0,33.5,325,15,0,1,23509.0,,,23607.0,23540.5,23518.5,23437.0,unknown,below,within
2025-07-29,net_discovery_down,0,2,0,1,0,1,0.0,36.0,305,100,0,1,23451.5,23501.0,23461.75,23505.0,23475.25,23576.25,23458.0,below,below,below
2025-07-30,failed_discovery_up,7,1,1,0,6,1,146.75,120.0,250,215,4,1,23662.25,23519.75,23456.25,23814.75,23669.5,23541.25,23475.0,above,below,above
2025-07-31,net_discovery_down,0,1,0,1,0,0,0.0,197.25,180,215,0,0,23329.25,23589.75,23425.0,23172.5,22872.25,23657.0,23483.75,below,above,below
2025-08-01,failed_discovery_down,2,5,0,2,2,3,23.0,215.25,120,375,2,3,22874.25,23547.25,23306.75,,,23022.5,22900.0,below,unknown,below
2025-08-03,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,22971.25,22834.25,23263.75,22987.25,,,unknown,unknown,unknown
2025-08-04,net_discovery_up,1,0,1,0,0,0,99.0,0.0,95,300,0,0,23351.5,,,23374.0,23316.0,23254.75,23187.5,unknown,within,above
2025-08-05,net_discovery_down,0,8,0,2,0,6,0.0,113.75,300,210,0,4,23090.75,23299.0,23219.0,23237.0,23150.0,23291.5,23138.75,below,below,below
2025-08-06,net_discovery_up,4,0,2,0,2,0,114.0,0.0,25,440,2,0,23413.0,23204.25,23136.75,23655.75,23548.75,23331.25,23179.5,above,below,above
2025-08-07,failed_down_balance,0,4,0,0,0,4,0.0,166.75,180,250,0,4,23521.5,23408.5,23226.25,23629.0,23516.0,23593.75,23496.75,above,within,within
2025-08-08,failed_discovery_up,4,1,2,0,2,1,121.5,31.0,180,300,2,1,23767.25,23533.0,23389.0,,,23702.75,23643.0,above,unknown,above
2025-08-10,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23712.0,23660.25,23750.75,23704.75,,,unknown,unknown,unknown
2025-08-11,failed_discovery_down,2,1,0,1,2,0,43.25,126.75,150,265,2,0,23630.0,,,23742.75,23622.0,23761.25,23713.75,unknown,within,below
2025-08-12,net_discovery_up,4,0,2,0,2,0,93.0,0.0,80,365,2,0,23948.75,23799.5,23682.0,24057.75,23970.25,23861.0,23732.5,above,below,above
2025-08-13,balanced,0,0,0,0,0,0,0.0,0.0,390,0,0,0,23927.75,23945.5,23840.75,23956.5,23896.0,23973.25,23892.25,within,within,within
2025-08-14,failed_two_sided_balance,1,1,0,0,1,1,54.0,43.0,365,40,1,1,23891.0,23951.5,23912.75,23924.25,23838.5,24005.5,23862.75,below,within,within
2025-08-15,net_discovery_down,0,5,0,1,0,4,0.0,86.0,305,180,0,4,23796.5,23950.75,23880.5,,,23862.75,23786.75,below,unknown,within
2025-08-17,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23826.25,23786.0,23810.0,23754.0,,,unknown,unknown,unknown
2025-08-18,failed_discovery_up,3,2,1,0,2,2,27.25,35.25,285,145,2,2,23789.5,,,23759.0,23639.25,23788.75,23718.75,unknown,above,above
2025-08-19,net_discovery_down,0,3,0,2,0,1,0.0,208.75,75,385,0,1,23473.25,23784.25,23737.25,23447.5,23181.0,23659.0,23514.0,below,above,below
2025-08-20,two_sided_discovery,5,2,1,1,4,1,140.5,287.25,85,415,4,1,23318.75,23558.0,23426.5,23329.0,23223.75,23228.0,23035.25,below,within,above
2025-08-21,failed_down_balance,0,7,0,0,0,7,0.0,84.5,305,155,0,4,23222.5,23322.25,23152.5,23519.25,23158.75,23345.75,23204.0,within,within,within
2025-08-22,failed_discovery_up,2,2,1,0,1,2,347.0,47.25,285,190,1,2,23582.75,23266.5,23173.75,,,23650.0,23554.25,above,unknown,within
2025-08-24,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23625.75,23557.75,23543.75,23466.0,,,unknown,unknown,unknown
2025-08-25,two_sided_discovery,6,1,1,1,5,0,60.0,45.75,275,210,4,0,23502.25,,,23505.0,23441.5,23603.75,23531.25,unknown,within,below
2025-08-26,failed_discovery_up,2,2,1,0,1,2,59.5,24.5,305,120,1,2,23607.25,23603.75,23551.5,23620.5,23540.5,23551.5,23503.5,above,within,above
2025-08-27,two_sided_discovery,7,3,1,1,6,2,69.0,155.0,160,370,4,2,23542.25,23551.5,23509.0,23702.5,23587.0,23616.0,23584.0,within,below,below
2025-08-28,net_discovery_up,5,0,2,0,3,0,90.5,0.0,130,345,3,0,23761.25,23633.0,23570.5,23680.25,23467.75,23754.25,23628.75,above,above,above
2025-08-29,net_discovery_down,0,2,0,1,0,1,0.0,215.25,335,120,0,1,23454.5,23792.5,23703.5,,,23515.75,23413.5,below,unknown,within
2025-08-31,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23482.75,23438.75,23498.0,23424.75,,,unknown,unknown,unknown
2025-09-01,net_discovery_up,2,0,1,0,1,0,7.0,0.0,145,20,1,0,23502.75,,,23299.5,23060.0,23505.0,23479.25,unknown,above,within
2025-09-02,failed_discovery_up,1,1,1,0,0,1,125.0,69.0,250,155,0,1,23379.25,23482.75,23438.75,23451.75,23377.5,23261.5,23095.5,below,within,above
2025-09-03,failed_two_sided_balance,1,4,0,0,1,4,54.0,102.25,190,250,1,4,23455.5,23261.25,23082.25,23515.5,23459.25,23526.0,23420.5,above,below,within
2025-09-04,net_discovery_up,7,0,2,0,5,0,153.0,0.0,130,325,4,0,23683.75,23503.25,23370.25,23858.0,23692.0,23556.0,23479.5,above,below,above
2025-09-05,net_discovery_up,3,0,1,0,2,0,30.5,0.0,310,105,2,0,23673.0,23603.0,23492.0,,,23665.75,23505.0,above,unknown,above
2025-09-07,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,23667.25,23596.0,23836.0,23730.75,,,unknown,unknown,unknown
2025-09-08,two_sided_discovery,2,2,1,1,1,1,52.0,85.5,50,420,1,1,23798.5,,,23849.25,23813.75,23888.0,23844.0,unknown,below,below
2025-09-09,two_sided_discovery,4,2,1,1,3,1,105.75,64.25,80,410,3,1,23889.0,23852.5,23763.0,23976.75,23905.25,23812.25,23726.5,above,below,above
2025-09-10,two_sided_discovery,2,3,1,1,1,2,58.5,135.75,90,390,1,2,23859.0,23861.25,23768.25,23988.0,23917.0,23990.75,23920.75,within,below,below
2025-09-11,net_discovery_up,2,0,1,0,1,0,65.5,0.0,335,120,1,0,24006.5,23965.25,23852.25,24049.5,24008.25,24048.75,23961.5,above,below,within
2025-09-12,net_discovery_up,5,0,1,0,4,0,76.0,0.0,245,240,4,0,24114.5,24038.25,24008.75,,,24115.75,24064.5,above,unknown,within
2025-09-14,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,24120.25,24079.0,24265.5,24130.0,,,unknown,unknown,unknown
2025-09-15,net_discovery_up,7,0,1,0,6,0,37.0,0.0,275,180,4,0,24295.75,,,24351.25,24284.25,24278.75,24221.0,unknown,within,above
2025-09-16,failed_two_sided_balance,1,1,0,0,1,1,3.75,10.5,385,25,1,1,24292.5,24120.25,24079.0,24529.75,24468.75,24313.75,24268.0,above,below,within
2025-09-17,two_sided_discovery,3,8,1,1,2,7,91.0,161.75,165,375,2,4,24501.25,24301.5,24274.0,24747.5,24624.5,24459.75,24403.5,above,below,above
2025-09-18,two_sided_discovery,2,2,1,1,1,1,175.25,47.0,240,230,1,1,24713.75,24508.5,24376.0,24807.25,24722.25,24815.75,24731.75,above,below,below
2025-09-19,failed_discovery_up,1,1,1,0,0,1,97.5,8.25,95,305,0,1,24861.25,24787.0,24726.75,,,24790.5,24718.75,above,unknown,above
2025-09-21,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,24879.75,24763.75,24889.0,24811.25,,,unknown,unknown,unknown
2025-09-22,net_discovery_up,3,0,2,0,1,0,89.25,0.0,50,410,1,0,24996.5,,,25014.5,24954.5,24938.0,24890.25,unknown,within,above
2025-09-23,net_discovery_down,0,4,0,1,0,3,0.0,151.5,135,290,0,3,24834.25,25023.5,24924.25,24872.5,24802.25,24975.0,24930.75,below,within,below
2025-09-24,net_discovery_down,0,2,0,1,0,1,0.0,149.0,65,340,0,1,24747.75,24975.0,24822.5,24642.5,24447.25,24829.75,24777.0,below,above,below
2025-09-25,failed_two_sided_balance,2,4,0,0,2,4,40.25,130.25,290,155,2,4,24635.25,24755.0,24650.0,24687.0,24585.0,24656.75,24583.75,below,within,within
2025-09-26,failed_discovery_up,1,3,1,0,0,3,103.75,43.25,100,325,0,3,24727.5,24655.75,24569.5,,,24642.75,24539.0,above,unknown,above
2025-09-28,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,24743.0,24595.0,24935.75,24779.25,,,unknown,unknown,unknown
2025-09-29,failed_discovery_down,1,4,0,1,1,3,25.5,81.0,75,360,1,3,24811.5,,,24816.75,24754.25,24961.25,24861.5,unknown,within,below
2025-09-30,failed_two_sided_balance,2,2,0,0,2,2,49.75,23.5,345,85,2,2,24838.5,24868.75,24809.5,24838.25,24739.75,24864.0,24752.25,within,above,within
2025-10-01,net_discovery_up,3,0,2,0,1,0,116.25,0.0,15,445,1,0,25009.0,24853.75,24770.25,25093.5,25014.25,24920.75,24874.75,above,below,above
2025-10-02,net_discovery_up,2,0,1,0,1,0,36.0,0.0,220,185,1,0,25105.5,25035.25,24922.75,25189.5,25103.75,25090.75,24993.75,above,within,above
2025-10-03,two_sided_discovery,3,2,1,1,2,1,15.25,155.5,135,300,2,1,24981.5,25122.5,25042.25,,,25143.0,25078.5,below,unknown,below
2025-10-05,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25152.0,25005.0,25227.5,25117.0,,,unknown,unknown,unknown
2025-10-06,net_discovery_up,1,0,1,0,0,0,76.25,0.0,75,320,0,0,25184.0,,,25270.75,25179.5,25176.75,25110.25,unknown,within,above
2025-10-07,net_discovery_down,0,9,0,1,0,8,0.0,121.0,170,325,0,4,25055.0,25244.25,25173.25,25154.5,25030.75,25231.25,25053.75,below,within,within
2025-10-08,net_discovery_up,4,0,2,0,2,0,123.25,0.0,45,425,2,0,25354.5,25087.25,24999.75,25343.25,25269.75,25246.5,25172.75,above,above,above
2025-10-09,two_sided_discovery,2,4,1,1,1,3,25.75,51.25,280,160,1,3,25287.5,25319.0,25211.0,25351.5,25304.25,25274.25,25193.5,within,below,above
2025-10-10,failed_discovery_down,1,6,0,2,1,4,38.75,645.0,65,405,1,4,24188.25,25261.25,25197.5,,,25359.75,24802.75,below,unknown,below
2025-10-12,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,24900.75,24494.5,24879.75,24761.5,,,unknown,unknown,unknown
2025-10-13,failed_discovery_up,2,1,1,0,1,1,76.5,18.0,90,325,1,1,24905.0,,,24725.0,24489.75,24888.5,24743.5,unknown,above,above
2025-10-14,failed_up_balance,2,0,0,0,2,0,178.5,0.0,165,245,2,0,24755.75,24947.75,24863.5,25076.75,24872.5,24768.75,24670.5,below,below,within
2025-10-15,two_sided_discovery,2,1,1,1,1,0,91.75,382.0,10,450,1,0,24942.0,24939.0,24732.25,25099.25,25012.0,25116.0,25045.5,above,below,below
2025-10-16,failed_discovery_down,1,1,0,1,1,0,110.0,375.5,-35,380,1,0,24793.75,25015.5,24784.5,24936.0,24643.25,25179.75,25018.75,within,within,below
2025-10-17,net_discovery_up,3,0,1,0,2,0,139.5,0.0,175,240,2,0,25033.0,24977.0,24666.25,,,24914.75,24700.5,above,unknown,above
2025-10-19,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25049.25,24830.0,25283.5,25078.5,,,unknown,unknown,unknown
2025-10-20,net_discovery_up,5,0,1,0,4,0,49.5,0.0,260,220,4,0,25326.25,,,25305.25,25233.5,25333.0,25265.0,unknown,above,within
2025-10-21,failed_two_sided_balance,5,2,0,0,5,2,44.5,67.25,160,240,4,2,25265.0,25330.75,25297.75,25281.0,25210.0,25303.0,25203.0,below,within,within
2025-10-22,net_discovery_down,0,3,0,1,0,2,0.0,217.75,160,305,0,2,25040.0,25324.75,25263.0,25166.25,25030.75,25191.75,25023.0,below,within,within
2025-10-23,failed_discovery_up,3,1,2,0,1,1,95.75,13.75,40,430,1,1,25277.25,25142.25,24931.0,25550.5,25375.25,25199.25,25133.25,above,below,above
2025-10-24,net_discovery_up,6,0,1,0,5,0,163.75,0.0,200,295,4,0,25510.25,25283.5,25182.75,,,25544.5,25432.5,above,unknown,within
2025-10-26,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25559.75,25509.75,25869.5,25784.25,,,unknown,unknown,unknown
2025-10-27,net_discovery_up,7,0,2,0,5,0,124.25,0.0,75,395,4,0,26004.0,,,26094.0,25988.25,25901.75,25850.0,unknown,within,above
2025-10-28,net_discovery_up,3,0,2,0,1,0,175.5,0.0,35,425,1,0,26172.5,25930.75,25855.5,26300.25,26248.0,26056.5,26008.5,above,below,above
2025-10-29,failed_discovery_down,1,8,0,1,1,7,70.0,189.5,275,200,1,4,26223.75,26165.5,26008.5,26258.5,26010.75,26308.5,26237.0,above,within,below
2025-10-30,two_sided_discovery,1,4,1,1,0,3,50.5,148.5,265,215,0,3,26149.0,26276.5,26183.0,26230.75,26108.5,26098.5,25978.75,below,within,above
2025-10-31,failed_discovery_down,2,3,0,1,2,2,14.75,212.75,85,350,2,3,25983.75,26076.25,25975.0,,,26183.0,26100.5,within,unknown,below
2025-11-02,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,26084.75,25899.5,26252.75,26078.0,,,unknown,unknown,unknown
2025-11-03,failed_down_balance,0,2,0,0,0,2,0.0,44.0,390,15,0,2,26108.5,,,25890.0,25644.75,26265.75,26034.0,unknown,above,within
2025-11-04,net_discovery_down,0,6,0,2,0,4,0.0,259.5,190,300,0,4,25577.0,26147.75,26070.25,25589.5,25440.25,25893.75,25663.0,below,within,below
2025-11-05,net_discovery_up,2,0,1,0,1,0,160.5,0.0,120,285,1,0,25743.5,25779.25,25579.25,25753.5,25655.75,25718.0,25487.75,within,within,above
2025-11-06,net_discovery_down,0,5,0,2,0,3,0.0,233.0,55,415,0,3,25258.25,25871.5,25670.0,25348.75,25149.5,25684.75,25404.25,below,within,below
2025-11-07,failed_discovery_down,2,3,0,1,2,2,25.25,330.75,180,240,2,2,25162.25,25425.75,25226.25,25216.25,25185.75,25111.5,24881.75,below,below,above
2025-11-09,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25033.75,24773.0,25566.0,25420.25,,,unknown,unknown,unknown
2025-11-10,failed_discovery_up,5,2,2,0,3,2,100.5,71.75,160,340,3,2,25713.25,,,25767.75,25623.5,25666.5,25524.0,unknown,within,above
2025-11-11,two_sided_discovery,2,6,1,1,1,5,49.75,54.5,175,295,1,4,25647.25,25676.5,25502.5,25813.25,25713.0,25646.0,25533.0,within,below,above
2025-11-12,failed_two_sided_balance,1,3,0,0,1,3,103.0,72.75,310,120,1,3,25625.25,25676.0,25545.0,25677.0,25504.5,25780.5,25561.5,within,within,within
2025-11-13,net_discovery_down,0,3,0,2,0,1,0.0,278.75,25,435,0,1,25099.75,25624.5,25545.0,25167.0,24776.75,25501.5,25280.75,below,within,below
2025-11-14,failed_discovery_up,1,3,1,0,0,3,265.25,291.75,55,370,0,3,25105.0,25275.0,25013.75,25162.75,25103.5,25028.25,24626.0,within,within,above
2025-11-16,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25293.5,24985.0,25293.5,25079.25,,,unknown,unknown,unknown
2025-11-17,net_discovery_down,0,2,0,1,0,1,0.0,223.25,270,135,0,1,24886.75,,,24846.75,24655.0,25254.75,24955.25,unknown,above,below
2025-11-18,net_discovery_down,0,3,0,1,0,2,0.0,249.25,345,110,0,2,24584.5,25226.5,24947.25,24648.0,24517.0,24832.0,24430.0,below,within,within
2025-11-19,failed_discovery_up,2,1,1,0,1,1,267.5,64.75,340,115,1,1,24725.75,24788.75,24551.0,25224.75,25057.5,24988.0,24572.75,within,below,within
2025-11-20,two_sided_discovery,2,1,1,1,1,0,363.0,1045.5,40,420,1,0,24135.25,24772.5,24579.5,24234.5,24086.75,25300.25,25145.0,below,within,below
2025-11-21,failed_discovery_up,2,3,1,0,1,3,298.25,99.75,175,260,1,3,24313.0,25310.0,24400.75,24341.75,24310.25,24298.25,24027.0,below,within,above
2025-11-23,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,24421.5,24038.5,24522.5,24414.25,,,unknown,unknown,unknown
2025-11-24,net_discovery_up,3,0,2,0,1,0,247.0,0.0,15,445,1,0,24935.5,,,24960.5,24876.75,24769.5,24513.5,unknown,within,above
2025-11-25,failed_discovery_up,1,2,1,0,0,2,253.75,172.0,55,300,0,2,25079.25,24993.25,24716.0,25218.5,25149.5,24882.0,24602.0,above,below,above
2025-11-26,net_discovery_up,3,0,2,0,1,0,247.0,0.0,40,420,1,0,25296.0,24965.0,24602.0,25323.25,25301.25,25281.5,25134.75,above,below,above
2025-11-27,balanced,0,0,0,0,0,0,0.0,0.0,210,0,0,0,25299.75,25369.75,25227.0,25390.5,25329.25,25318.0,25287.0,within,below,within
2025-11-28,net_discovery_up,5,0,2,0,3,0,80.75,0.0,120,195,3,0,25484.75,25302.75,25292.75,,,25421.5,25329.5,above,unknown,above
2025-11-30,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25433.25,25372.75,25328.75,25238.0,,,unknown,unknown,unknown
2025-12-01,failed_up_balance,5,0,0,0,5,0,106.0,0.0,75,305,4,0,25401.75,25369.75,25227.0,25522.5,25395.0,25389.75,25209.0,above,within,above
2025-12-02,failed_discovery_up,2,1,1,0,1,1,194.25,57.5,325,140,1,1,25600.0,25421.25,25267.0,25676.0,25578.0,25654.25,25471.25,above,within,within
2025-12-03,failed_discovery_up,7,3,1,0,6,3,111.5,109.5,110,370,4,3,25657.25,25640.0,25532.25,25664.0,25626.75,25574.25,25430.0,above,within,above
2025-12-04,failed_down_balance,0,1,0,0,0,1,0.0,33.0,390,10,0,1,25627.5,25634.0,25491.5,25747.0,25636.75,25713.25,25520.0,within,below,within
2025-12-05,net_discovery_up,2,0,1,0,1,0,231.5,0.0,335,120,1,0,25726.0,25622.25,25561.0,25739.75,25731.75,25867.75,25660.5,above,below,within
2025-12-07,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25761.5,25678.0,25813.75,25769.0,,,unknown,unknown,unknown
2025-12-08,failed_discovery_down,1,6,0,1,1,5,47.0,112.25,115,360,1,4,25669.25,,,25707.25,25646.75,25860.75,25656.75,unknown,within,within
2025-12-09,failed_discovery_up,2,1,1,0,1,1,68.5,34.0,85,330,1,1,25702.0,25703.0,25582.5,25697.5,25638.5,25670.0,25560.0,within,above,above
2025-12-10,two_sided_discovery,3,3,1,1,2,2,196.75,82.25,245,245,2,2,25802.75,25729.75,25645.25,25702.75,25486.5,25673.0,25567.0,above,above,above
2025-12-11,failed_discovery_up,2,1,1,0,1,1,73.25,150.75,245,170,1,1,25714.5,25719.75,25563.25,25748.25,25583.25,25649.75,25390.25,within,within,above
2025-12-12,net_discovery_down,0,4,0,2,0,2,0.0,197.25,105,330,0,2,25215.5,25643.25,25476.75,25215.0,25202.0,25620.5,25315.0,below,above,below
2025-12-14,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25363.5,25151.25,25330.5,25131.25,,,unknown,unknown,unknown
2025-12-15,net_discovery_down,0,2,0,1,0,1,0.0,96.75,380,30,0,1,25084.75,,,25033.25,24857.75,25410.0,25034.5,unknown,above,within
2025-12-16,failed_discovery_down,1,4,0,1,1,3,37.75,114.0,360,75,1,4,25131.5,25363.5,25151.25,25508.0,25348.5,25164.5,24936.5,below,below,within
2025-12-17,net_discovery_down,0,1,0,1,0,0,0.0,357.5,70,325,0,0,24892.0,25101.0,24982.25,25102.0,24892.0,25449.25,25245.25,below,within,below
2025-12-18,net_discovery_up,6,0,1,0,5,0,176.75,0.0,195,300,4,0,25252.0,25251.25,24922.25,25386.0,25271.75,25338.0,25160.75,above,below,within
2025-12-19,net_discovery_up,2,0,1,0,1,0,211.5,0.0,335,120,1,0,25581.25,25345.75,25187.75,25594.75,25580.75,25601.0,25356.25,above,within,within
2025-12-21,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25588.25,25511.75,25718.75,25645.0,,,unknown,unknown,unknown
2025-12-22,failed_two_sided_balance,1,1,0,0,1,1,39.75,41.5,385,25,1,1,25688.25,,,25728.75,25665.75,25795.0,25671.0,unknown,within,within
2025-12-23,failed_discovery_up,2,2,1,0,1,2,69.0,48.75,115,305,1,2,25811.25,25716.5,25677.75,25822.25,25794.75,25751.25,25627.25,above,within,above
2025-12-24,net_discovery_up,2,0,1,0,1,0,51.25,0.0,100,140,1,0,25861.75,25778.5,25668.5,,,25841.0,25781.75,above,unknown,above
2025-12-25,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25888.25,25814.25,25907.5,25874.25,,,unknown,unknown,unknown
2025-12-26,failed_two_sided_balance,1,1,0,0,1,1,27.5,40.0,365,45,1,1,25866.75,,,25870.5,25859.25,25935.0,25834.25,unknown,within,within
2025-12-28,balanced,0,0,0,0,0,0,0.0,0.0,0,0,0,0,,25893.5,25859.0,25863.75,25731.5,,,unknown,unknown,unknown
2025-12-29,failed_down_balance,0,3,0,0,0,3,0.0,70.0,370,50,0,3,25741.25,,,25744.5,25710.0,25818.75,25661.5,unknown,within,within
2025-12-30,failed_up_balance,2,0,0,0,2,0,29.0,0.0,390,20,2,0,25678.0,25746.75,25675.75,25653.0,25562.75,25774.75,25673.5,within,above,within
2025-12-31,net_discovery_down,0,4,0,2,0,2,0.0,123.75,230,240,0,2,25455.0,25739.75,25690.25,25458.75,25438.75,25692.25,25568.25,below,within,below
